id,workflow,task,quality,micro,failed_tags,priority_tags,non_eg2_tags,llm_failed,rule_failed,n_failed,selection_score,line_number,query
intake_client_risk_profiling_repaired_002,Intake and Profiling,Client risk profiling,3,0.7272727272727273,DB9;EG2;QV6,DB9;QV6,DB9;QV6,DB9;EG2;QV6,,3,12.218,506,"Create a capacity-for-loss review for Elena Ortiz before her retirement-income profile is finalized. Give a yes/no capacity sufficiency conclusion, calculate her emergency-reserve months after the planned withdrawal, identify which facts are client statements versus reviewer conclusions, list open questions, and avoid changing her risk tolerance solely because of age. Produce the capacity-for-loss review under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the capacity-for-loss review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_service_scope_repaired_014,Intake and Profiling,Service scope explanation,6,0.9166666666666666,QV2,QV2,QV2,QV2,,1,12.092,658,"Build a what-we-can-and-cannot-do checklist for Martin Cho's profile update request. use only the provided materials. Separate the checklist into Can do now, Need from you, and Cannot decide at intake. Mention the stale profile date and the 2-business-day review timing. Do not say whether the leveraged ETF is suitable or accept the trade instruction. Produce the what-we-can-and-cannot-do checklist under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the what-we-can-and-cannot-do checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_counterparty_issuer_profile_construction_repaired_019,Intake and Profiling,Counterparty / issuer profile construction,6,0.9090909090909091,DB9,DB9,DB9,DB9,,1,12.073,551,"Profile Moss River Dairy Cooperative for commodity hedging intake using only the supplied context. Summarize commodity exposure, hedge purpose, expected notional, collateral terms, financial capacity, operational contacts, and documentation gaps. Compute expected notional as a percentage of annual commodity purchases, flag Treasury review triggers and documentation gaps, cite visible material labels for concerns, and do not authorize hedge execution. Produce the commodity hedging counterparty profile under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the commodity hedging counterparty profile with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_suitability_review_repaired_018,Risk and Compliance Review,Suitability review,3,0.9090909090909091,DB7,DB7,DB7,DB7,,1,11.573,1054,"Evaluate the covered-call income strategy for SR-018. Confirm whether the strategy matches the account options approval, compute covered notional as a percentage of portfolio value, estimate annual premium dollars from the stated rate, discuss upside limitation and downside exposure, and avoid calling the strategy principal protected. Produce the covered-call income strategy review under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any stress, sensitivity, shock, downside, or scenario test, keep the assumption, horizon, source inputs, formula or comparison, and final result tied together; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the covered-call income strategy review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_capital_structure_financing_proposal_018,Decision and Structuring,Capital structure / financing proposal,3,0.9,DB7,DB7,DB7,DB7,,1,11.55,46,"Draft an acquisition financing sources-and-uses memo for MeadowPay Payments. Reconcile total sources to total uses before making a recommendation. Use only the provided documents, cite visible material labels, calculate pro forma total debt/EBITDA including the seller note, compare it with the 4.00x lender cap, discuss the subordination and payment-in-kind features, identify any funding gap or surplus, and recommend whether to proceed, resize, or defer. Produce the acquisition financing sources-and-uses memo under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the acquisition financing sources-and-uses memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_loan_approval_package_repaired_017,Decision and Structuring,Loan approval package,3,0.8888888888888888,DB7,DB7,DB7,DB7,,1,11.522,157,"Prepare an equity injection evidence review for Pinecrest Veterinary Clinic LLC. Use only the provided context and cite visible material labels for every amount. Calculate the required 12.5% equity contribution from project cost, reconcile counted evidence to the $0.30 million owner-equity line, separate proof of funds from owner certification, identify any variance, and state the cure action before closing. Produce the equity injection evidence review under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the equity injection evidence review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the equity injection evidence review with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_background_screening_repaired_019,Research and Due Diligence,Background screening,3,0.8888888888888888,DB7,DB7,DB7,DB7,,1,11.522,691,"Build an adverse media reliability matrix for Cedar Hollow AgTech. Score each source as Strong, Moderate, or Weak, explain the reason for the score, cite the source, separate management position from independent verification, and state whether more evidence is needed before escalation. Produce the adverse media reliability matrix under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision. Open the adverse media reliability matrix with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_compliance_internal_control_review_repaired_023,Risk and Compliance Review,Internal control review,3,0.8888888888888888,DB7,DB7,DB7,DB7,,1,11.522,947,"Prepare a portfolio-restriction coding control note for PRC-337. Use only the provided documents. Calculate whether OMS coding occurred within three business days of IPS approval, assess whether second-review testing evidence is adequate, determine the current coding status, and state whether manual trading restriction is needed until the system control is active. Produce the portfolio-restriction coding control note under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome. Open the portfolio-restriction coding control note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the portfolio-restriction coding control note with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_trade_order_ticket_preparation_009,Decision and Structuring,Trade order ticket preparation,3,0.875,DB7,DB7,DB7,DB7,,1,11.488,205,"Draft a staged equity order plan for the ALSC exit. Create three tranche rows with execution date, quantity, limit price, and remaining shares after each tranche; verify the total staged quantity equals 9,000 shares; cite the position and calendar document; and state that each tranche requires separate release on its execution date. Produce the staged equity order plan under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the staged equity order plan with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the staged equity order plan to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_investment_memo_020,Decision and Structuring,Investment memo,6,0.9,QV5,QV5,QV5,QV5,,1,11.05,132,"Draft a drawdown response memo for Quantum Materials. Verify that the 32% drawdown triggers the more-than-25% review policy; decide Add, Hold, Trim, or Exit; identify whether averaging down is allowed under the broken-thesis-pillar rule; revisit the two factory-contract thesis pillars; include the bear-case downside scenario; and cite documents for the trigger and thesis status. Produce the drawdown response memo under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the drawdown response memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the drawdown response memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_reconciliation_repaired_016,"Execution, Monitoring, Reporting, and Operations",Reconciliation,6,0.9,QV5,QV5,QV5,QV5,,1,11.05,408,"Create a custodian holdings tie-out matrix for Pinecrest Balanced Portfolio. List every asset from the internal holdings, compare it with the custodian amount, compute the difference using shares, par, or dollars as appropriate, evaluate the absence of a BlueRail pending trade, and mark which line remains open with its owner. Produce the custodian holdings tie-out matrix under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the custodian holdings tie-out matrix with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_disclosure_review_repaired_012,Risk and Compliance Review,Risk disclosure review,4,0.9,QV2,QV2,QV2,QV2,,1,11.05,12,"Prepare a investment memo risk disclosure checklist for Summit Forge Convertible Note. Use only the provided documents. Use a table with columns Risk area, Evidence from memo, Disclosure gap, Adequacy label, and Required revision. Apply only these adequacy labels: Adequate / Add disclosure / Escalate to legal. Identify material omitted or inconsistent risks, mark missing evidence as unknown, and include a short boundary note that this is a disclosure adequacy review, not an investment recommendation. Produce the investment memo risk disclosure checklist under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the investment memo risk disclosure checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the investment memo risk disclosure checklist with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_credit_due_diligence_repaired_022,Research and Due Diligence,Credit due diligence,6,0.8888888888888888,QV5,QV5,QV5,QV5,,1,11.022,722,"Prepare a recurring-revenue credit screen for Juniper Managed IT Services. Use a metric table followed by a Technology Credit escalation answer. Use only the provided context, cite visible material labels, calculate DSCR and exposure-to-ARR, test retention and exposure triggers, and state whether churn data is supported at the contract level. Produce the recurring-revenue credit screen under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the recurring-revenue credit screen with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the recurring-revenue credit screen with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_investment_memo_009,Decision and Structuring,Investment memo,6,0.875,QV5,QV5,QV5,QV5,,1,10.988,121,"Draft a private credit investment memo for Redwood Packaging. Recalculate total debt / EBITDA and cash interest coverage from the provided figures; compare both metrics with the 4.25x leverage cap and 2.0x coverage floor; recommend Approve, Approve with Waiver, or Decline; cover collateral, sponsor support, covenant package, repayment source, and downside case; and cite each numeric source. Produce the private credit investment memo under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication. Open the private credit investment memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_risk_alert_generation_repaired_022,"Execution, Monitoring, Reporting, and Operations",Risk alert generation,5,0.875,QV5,QV5,QV5,QV5,,1,10.488,470,"Prepare a watchlist escalation alert for Redwood Packaging. Use only the supplied documents, cite the current and prior internal scores, determine which watchlist triggers are met, include exposure, name the escalation owner, identify the committee date, and list the required materials for that meeting. Produce the watchlist escalation alert under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication. Open the watchlist escalation alert with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the watchlist escalation alert to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_suitability_review_repaired_004,Risk and Compliance Review,Suitability review,4,0.9,QV5,QV5,QV5,QV5,,1,10.05,1040,"Review the SR-004 rollover recommendation and produce a fact-vs-assumption suitability review. Compare current-plan costs with proposed IRA costs in percentage points, cover services and investment options, flag missing facts about loan access and creditor protection, state whether the file supports proceeding now, and avoid giving a tax conclusion. Produce the IRA rollover suitability review under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the IRA rollover suitability review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the IRA rollover suitability review to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_disclosure_review_repaired_023,Risk and Compliance Review,Risk disclosure review,3,0.8571428571428571,DB7;EG2,DB7,DB7,DB7;EG2,,2,9.243,23,"Prepare a client-facing disclosure edit memo for Silvergate Taxable Bond Ladder. Use only the provided documents. Write for a compliance reviewer, not directly to the client. Include sections titled Problematic wording, Required risk concepts, Proposed client-facing replacement, and Boundary notes. The replacement must be 90-130 words, client-friendly, and must not guarantee protection, steady income, principal preservation, tax outcome, or performance. Do not perform suitability, fee, or performance attribution review. Produce the client-facing disclosure edit memo under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the client-facing disclosure edit memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_client_risk_profiling_repaired_014,Intake and Profiling,Client risk profiling,3,0.8571428571428571,EG2;QV2,QV2,QV2,EG2;QV2,,2,8.243,518,"Summarize Theo Martins' profile in JSON for an intake system handoff. Return exactly the keys client_id, risk_class, score_total, override_flags, missing_fields, and reviewer_boundary; compute the score, populate override_flags from policy triggers, and put unknown facts as null rather than guessing. Produce the structured JSON profile handoff under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the structured JSON profile handoff with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_due_diligence_earnings_review_repaired_002,Research and Due Diligence,Earnings review,3,0.8461538461538461,EG2;QV2,QV2,QV2,EG2;QV2,,2,8.215,758,"Prepare an earnings-driver memo for Meridian Audio Devices. use Apple the material labeled 10-q benchmark only as a product-versus-services comparable. Use only the provided documents, cite visible material labels for figures and management statements, and Present a two-column table with Reported movement and Driver evidence, then add short paragraphs for Apple comparable read-across and Risks. Calculate total revenue growth, hardware growth, subscription support growth, gross-margin basis-point change, and EPS growth. Flag whether service mix helped margins while revenue declined. Avoid making an investment recommendation or treating Apple as Meridian evidence. Produce the earnings-driver memo under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the earnings-driver memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_credit_due_diligence_repaired_025,Research and Due Diligence,Credit due diligence,3,0.8181818181818182,EG2;QV2,QV2,QV2,EG2;QV2,,2,8.145,725,"Prepare a credit sensitivity diligence view for Horizon Specialty Chemicals. Label the stress case as borrower-provided unless independently verified. Use only the supplied documents, cite visible material labels, calculate base DSCR, stressed EBITDA, stressed DSCR, and funded-debt-to-EBITDA, compare stressed DSCR and leverage with policy triggers, and state whether Credit Risk escalation is required. Produce the credit sensitivity diligence view under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the credit sensitivity diligence view with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the credit sensitivity diligence view to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
